JUDY T. DEL MUNDO,SAN JOSE,28,Office/outpatient visit new,,12,no,8,
RONALD M. ROSSEN,SAN JOSE,43,Office/outpatient visit new,,40,no,14,
THAI V. TRAN,SAN JOSE,36,Office/outpatient visit new,1155,41,no,7,
OMAR M. MURAD,FAIRFIELD,15,Office/outpatient visit new,,27,no,8,
NADER R. KALDAS,LIVERMORE,32,Office/outpatient visit new,,25,no,12,
PAUL SUDING,OAKLAND,,Office/outpatient visit new,,12,no,8,
MARK R. NORTHFIELD,PETALUMA,23,Office/outpatient visit new,,153,no,14,
JAYESH J. PATEL,FAIRFIELD,19,Office/outpatient visit new,,17,yes,1,
FREDERIC P. WHINERY,SAN FRANCISCO,43,Office/outpatient visit new,,13,no,9,
SAMIRA KIRMIZ,MOUNTAIN VIEW,11,Office/outpatient visit new,,13,no,2,
SURESH R. NAYAK,SAN JOSE,42,Office/outpatient visit new,,26,no,19,
PEDRO J. RUIZ,SAN FRANCISCO,30,Office/outpatient visit new,,29,no,8,
MICHAEL E. VOSKANIAN,EMERYVILLE,,Office/outpatient visit new,,13,no,11,
ROBERT MILLER,SAN FRANCISCO,44,Office/outpatient visit new,,44,no,7,
HENRY G. WATSON,OAKLAND,32,Office/outpatient visit new,,40,no,9,
RICHARD A. KAHN,OAKLAND,52,Office/outpatient visit new,,25,no,9,
BERNARDO FERRARI,MOUNTAIN VIEW,33,Office/outpatient visit new,,41,no,6,
ANNA BEYER,SAN FRANCISCO,11,Office/outpatient visit new,,40,no,8,
RANJANA SOOD,MOUNTAIN VIEW,24,Office/outpatient visit new,,31,no,6,
ALLEN F. NAMATH GROMME,PALO ALTO,13,Office/outpatient visit new,,63,no,8,
DEBORAH K. MURRAY,VACAVILLE,24,Office/outpatient visit new,,54,no,10,
THOMAS SHERWOOD,MOUNTAIN VIEW,,Office/outpatient visit new,,22,no,8,
JAMES E. O'DORISIO,SANTA ROSA,32,Office/outpatient visit new,,37,yes,1,
RANDALL A. AMMON,ORINDA,38,Office/outpatient visit new,,71,no,16,
ERIC KOPF,NAPA,20,Office/outpatient visit new,,18,no,11,
JEFFREY M. SCHUBINER,BURLINGAME,30,Office/outpatient visit new,,150,no,18,
EMEKA J. NCHEKWUBE,SANTA CLARA,40,Office/outpatient visit new,,28,no,6,
TEJA BEDI,SAN MATEO,19,Office/outpatient visit new,,19,no,8,
JANET CADDELL,SANTA ROSA,27,Office/outpatient visit new,,32,no,7,
KRISTINA M. KURY,BERKELEY,20,Office/outpatient visit new,,11,no,7,
NICOLE HONG,PALO ALTO,14,Office/outpatient visit new,,13,no,11,
ROBERT J. ELSEN,SAN FRANCISCO,28,Office/outpatient visit new,,158,no,15,
SONIA C. ZARATE-NAVARRO,DALY CITY,51,Office/outpatient visit new,,29,no,10,
ANDREW GROSE,SAN JOSE,,Office/outpatient visit new,,11,no,10,
NORMAN J. KAHAN,LOS GATOS,29,Office/outpatient visit new,,162,no,15,
GLEN K. LAU,OAKLAND,41,Office/outpatient visit new,,13,no,6,
ALAN CHAUSOW,MOUNTAIN VIEW,38,Office/outpatient visit new,,71,no,8,
SIMON C. CHAN,FAIRFIELD,19,Office/outpatient visit new,,35,no,14,
LEONARD M. SAPUTO,LAFAYETTE,49,Office/outpatient visit new,,51,no,13,
QAISER NIAZ,HAYWARD,18,Office/outpatient visit new,,17,no,11,
GARY P. D'ALUISIO,SAN JOSE,,Office/outpatient visit new,,21,no,9,
ADELINA B. STATEVA,SANTA ROSA,12,Office/outpatient visit new,,21,no,7,
DENNIS ZAI,ANTIOCH,41,Office/outpatient visit new,,18,no,10,
SHERILYN BAUGHMAN,ALAMO,33,Office/outpatient visit new,,87,no,10,
CATHERINE CHEUNG,SAN FRANCISCO,14,Office/outpatient visit new,,31,no,10,
JOHN CONNOLLY,MOUNTAIN VIEW,18,Office/outpatient visit new,,25,no,6,
BENJAMIN W. HALLIGAN,FREMONT,12,Office/outpatient visit new,,12,no,8,
KATHLEEN A. MOTT,SANTA ROSA,8,Office/outpatient visit new,,20,no,4,
COLLIN LEONG,SAN FRANCISCO,,Office/outpatient visit new,,19,yes,-4,
JAMES B. LANE,SAN JOSE,,Office/outpatient visit new,,11,no,7,
KENNETH PHAN,SAN JOSE,16,Office/outpatient visit new,,30,no,12,
SUSANA G. GONZALEZ,NAPA,19,Office/outpatient visit new,,24,no,9,
STEVEN J. BATES,PALO ALTO,14,Office/outpatient visit new,,22,no,9,
SHYAMALI M. SINGHAL,MOUNTAIN VIEW,17,Office/outpatient visit new,,34,no,6,
SURINDER S. KOHAL,BRENTWOOD,38,Office/outpatient visit new,,26,no,9,
HUSSEIN A. SAMJI,SAN JOSE,9,Office/outpatient visit new,,18,no,18,
SETH STRICHARTZ,MOUNTAIN VIEW,30,Office/outpatient visit new,,63,no,13,
ARMAN ABDALKHANI,PALO ALTO,11,Office/outpatient visit new,,21,no,9,
NAYAN DESAI,FREMONT,26,Office/outpatient visit new,,14,no,7,
AFSANEH KHALILI,SAINT HELENA,31,Office/outpatient visit new,,19,no,4,
CARLA A. FISHER,PETALUMA,28,Office/outpatient visit new,,39,no,14,
RUSSELL C. DAVIS,LARKSPUR,33,Office/outpatient visit new,,188,no,12,
EDWARD M. OMRON,MORGAN HILL,20,Office/outpatient visit new,,46,no,12,
ALAN KAPLAN,WALNUT CREEK,36,Office/outpatient visit new,,28,no,9,
ROBERT D. TUFFT,OAKLAND,37,Office/outpatient visit new,,16,no,7,
VERONICA B. CABALLERO,FREMONT,,Office/outpatient visit new,,25,no,14,
KENNETH M. STEIN,SANTA ROSA,46,Office/outpatient visit new,,53,no,14,
RONALD R. UYEYAMA,SAN JOSE,51,Office/outpatient visit new,253,17,no,6,
ROBERT B. SCHOENE,OAKLAND,42,Office/outpatient visit new,,20,no,7,
TERRENCE CHAN,SAN FRANCISCO,35,Office/outpatient visit new,,13,no,8,
JUDY CHANG,OAKLAND,16,Office/outpatient visit new,,31,no,7,
BARBARA I. KARPEL,WALNUT CREEK,43,Office/outpatient visit new,,18,no,6,
DAVID A. SHARPE,SAN JOSE,42,Office/outpatient visit new,,118,no,10,
ALVIN R. LOOSLI,WALNUT CREEK,46,Office/outpatient visit new,,41,no,14,
ERIC R. MARIOTTI,CONCORD,21,Office/outpatient visit new,,14,no,6,
CYNTHIA M. GOODMAN,GREENBRAE,20,Office/outpatient visit new,,12,no,3,
BARBARA J. KIMBALL,GREENBRAE,12,Office/outpatient visit new,,101,no,15,
MORGAN Z. LIN,PLEASANTON,26,Office/outpatient visit new,,16,no,8,
PETER B. WEBER,SAN FRANCISCO,28,Office/outpatient visit new,,81,no,9,
MOHAMMED H. AHMED,SAN JOSE,24,Office/outpatient visit new,,98,no,14,
ADNAN J. HADEED,VALLEJO,41,Office/outpatient visit new,,24,no,5,
O B. MCKINLEY,BERKELEY,50,Office/outpatient visit new,,12,no,7,
SARA J. REINGANUM,SAN LEANDRO,,Office/outpatient visit new,,57,no,11,
DAVID H. KING,LOS GATOS,24,Office/outpatient visit new,,53,no,14,
JOSEPH N. SMITH,SONOMA,52,Office/outpatient visit new,,22,no,11,
DOUGLAS B. PULLEY,SAN JOSE,44,Office/outpatient visit new,,37,no,9,
FAE LINDO,MOUNTAIN VIEW,,Office/outpatient visit new,,36,no,12,
CARLOS U. CORVERA,SAN FRANCISCO,,Office/outpatient visit new,,14,no,3,
SANAZ HARIRI,LOS GATOS,11,Office/outpatient visit new,,76,no,11,
GERALD L. TARDER,WALNUT CREEK,44,Office/outpatient visit new,,96,no,16,
MANNIE JOEL,SAN LEANDRO,41,Office/outpatient visit new,,37,no,11,
ARCHIMEDES RAMIREZ,KENTFIELD,48,Office/outpatient visit new,,23,no,7,
CELY M. QUEIROZ,MOUNTAIN VIEW,13,Office/outpatient visit new,,14,no,2,
AMY L. MATECKI,BERKELEY,25,Office/outpatient visit new,,15,no,7,
ROBERT L. NEWBURY,NOVATO,26,Office/outpatient visit new,,25,no,9,
JAMES Y. SOONG,SAN FRANCISCO,40,Office/outpatient visit new,,54,no,10,
JOHN T. MATTSON,BERKELEY,,Office/outpatient visit new,,15,no,11,
VARUJAN A. KELEDJIAN,ANTIOCH,33,Office/outpatient visit new,,13,no,11,
WILLIAM A. TARRAN,DALY CITY,,Office/outpatient visit new,,54,no,8,
TERI N. BILHARTZ,VALLEJO,,Office/outpatient visit new,,23,no,5,
GANG LI,SAN JOSE,17,Office/outpatient visit new,,144,no,16,
AMANDA N. LE,FREMONT,19,Office/outpatient visit new,,17,no,5,
DIMPLE K. MARWAHA,SAN RAMON,,Office/outpatient visit new,,25,no,6,
MICHELLE LIU,WALNUT CREEK,18,Office/outpatient visit new,,16,no,11,
STEPHEN M. LEE,CASTRO VALLEY,35,Office/outpatient visit new,,49,no,13,
PETER WU,PALO ALTO,32,Office/outpatient visit new,325,28,no,5,
SARA CHRISTENSEN,FAIRFIELD,5,Office/outpatient visit new,,28,no,6,
DIANA F. FINK,CAMPBELL,34,Office/outpatient visit new,,22,no,11,
MARWAN A. BALAA,SAN JOSE,35,Office/outpatient visit new,,96,no,16,
SHAWN K. HASSLER,SAN FRANCISCO,19,Office/outpatient visit new,,16,no,5,
ANN ORTMEYER,MOUNTAIN VIEW,34,Office/outpatient visit new,,20,no,4,
REZA KAFI,SAN JOSE,12,Office/outpatient visit new,,74,no,14,
ANTOINE SAMMAN,LAFAYETTE,,Office/outpatient visit new,,61,no,16,
DAI J. KIM,SAN JOSE,42,Office/outpatient visit new,,33,no,10,
RAYMOND M. SHAHEEN,MOUNTAIN VIEW,18,Office/outpatient visit new,,26,yes,-3,
WILLIAM V. GOOD,SAN FRANCISCO,37,Office/outpatient visit new,,13,no,4,
DAVID NANO,MOUNTAIN VIEW,33,Office/outpatient visit new,,13,no,4,
RUSSELL E. LEONG,SAN FRANCISCO,36,Office/outpatient visit new,,26,yes,2,
UTKU KANDEMIR,SAN FRANCISCO,21,Office/outpatient visit new,,17,no,6,
RONALD HAY,MOUNTAIN VIEW,40,Office/outpatient visit new,,81,no,10,
MARK R. HOMICZ,SANTA ROSA,16,Office/outpatient visit new,,60,no,14,
SHARAD DASS,SAN JOSE,16,Office/outpatient visit new,,52,no,15,
DANIEL R. NATHANSON,SAN FRANCISCO,17,Office/outpatient visit new,,28,no,11,
CLAIRE TARGOFF,SAN FRANCISCO,42,Office/outpatient visit new,,11,no,9,
TAYLOR SMITH,SAN FRANCISCO,,Office/outpatient visit new,,101,no,11,
ROSANNA P. CHOW,SAN FRANCISCO,,Office/outpatient visit new,285,16,no,9,
JUDITH HONG,SANTA ROSA,6,Office/outpatient visit new,,46,no,15,
KATHRYN C. AMIRIKIA,SAN RAMON,21,Office/outpatient visit new,,13,no,5,
STEPHEN L. STEADY,PETALUMA,29,Office/outpatient visit new,,17,no,12,
LUCIA R. TUFFANELLI,SAN FRANCISCO,44,Office/outpatient visit new,,33,no,13,
JASON I. LIFSHUTZ,SAN JOSE,18,Office/outpatient visit new,,18,no,5,
KAREN J. FONG,WALNUT CREEK,22,Office/outpatient visit new,,46,no,11,
JOHN W. RIORDAN,SAN FRANCISCO,27,Office/outpatient visit new,,24,no,11,
STEVEN L. TURMAN,PINOLE,44,Office/outpatient visit new,,27,no,13,
JILL HARRELL,OAKLAND,18,Office/outpatient visit new,,19,no,6,
SUMNER SEIBERT,ANTIOCH,46,Office/outpatient visit new,,83,no,16,
JONATHAN M. LEVIN,NOVATO,33,Office/outpatient visit new,,17,no,10,
ROBERT G. PEREZ,DALLY CITY,33,Office/outpatient visit new,,17,no,9,
EDWARD F. EYSTER,SAN FRANCISCO,51,Office/outpatient visit new,,90,no,15,
SABRINA T. SOOD,CONCORD,,Office/outpatient visit new,,27,no,6,
JUDY I. OU,FREMONT,12,Office/outpatient visit new,,30,no,6,
PRIYAMVADHA CHAKRAVARTHI,PALO ALTO,19,Ondansetron hcl injection,,610,no,20,
SANG H. LEE,SAN JOSE,19,Open coronary endarterectomy,,47,no,11,
KENNETH T. LEE,SAN JOSE,,Open coronary endarterectomy,,40,no,10,
MONTPELIER SURGERY CENTER,SAN JOSE,,Operative upper GI endoscopy,,19,no,13,
HOWARD H. CHEN,CAMPBELL,21,Ophth us b w/non-quant a,,635,no,13,
PATRICK J. CASKEY,SANTA ROSA,33,Ophth us b w/non-quant a,,34,no,15,
SUSAN H. LINK,OAKLAND,23,Ophthalmic biometry,,12,no,9,
KHOA D. NGUYEN,SAN JOSE,25,Ophthalmic biometry,276,52,yes,1,
DAVID R. DEMARTINI,WALNUT CREEK,37,Ophthalmic biometry,,202,no,18,
TARA STARR,PINOLE,22,Ophthalmic biometry,,154,no,17,
ERICH P. HORN,OAKLAND,19,Ophthalmic biometry,,139,no,18,
STEVEN C. ANDERSEN,FREMONT,25,Ophthalmic biometry,,159,no,10,
EDWARD Y. KOO,BURLINGAME,23,Ophthalmic biometry,,21,no,8,
JULIE M. PERRY,SAINT HELENA,33,Ophthalmic biometry,,66,no,17,
LAN T. NGUYEN,SAN JOSE,20,Ophthalmic biometry,853,197,yes,-2,
ROBERT R. ANDERSON,GREENBRAE,40,Ophthalmic biometry,,220,no,18,
ROBERT S. GROSSERODE,ANTIOCH,34,Ophthalmic biometry,,84,no,13,
JULIE A. TORCHIA,WALNUT CREEK,13,Orthotic mgmt and training,,96,no,13,
LINDA WENSLEY,WALNUT CREEK,21,Orthotic mgmt and training,,31,no,8,
RAMIRO MIRANDA,WALNUT CREEK,35,Orthovisc inj per dose,,58,no,11,
BRIDGET GARREHY,WALNUT CREEK,,Orthovisc inj per dose,,34,no,14,
HYO J. KIM,SAN FRANCISCO,37,Oscillating tracking test,,18,no,7,
BERTRAND A. VANDEVILLE,GREENBRAE,17,Osteopathic manipulation,,168,no,13,
ROBERT J. GABBAY,SANTA ROSA,22,Osteopathic manipulation,,65,no,9,
THOMAS M. MCCOMBS,AMERICAN CANYON,27,Osteopathic manipulation,,72,no,9,
ANGELA W. LIM,VACAVILLE,8,Osteopathic manipulation,,89,no,14,
KAY WEINSHIENK,SEBASTOPOL,19,Osteopathic manipulation,,70,no,12,
PATRICIA R. ROCHETTE,BERKELEY,,Osteopathic manipulation,,301,no,19,
RICHARD G. MCKINNEY,SAN FRANCISCO,36,Osteopathic manipulation,,26,no,9,
E C. HOLLAND,SEBASTOPOL,37,Osteopathic manipulation,,269,no,13,
R M. HISEROTE,SEBASTOPOL,16,Osteopathic manipulation,,35,no,14,
JEFFREY ETEMAD,MILL VALLEY,19,Osteopathic manipulation,,105,no,15,
LORI K. STOTKO,MENLO PARK,26,Ot evaluation,,55,no,12,
LISA A. SHAREK,REDWOOD CITY,26,Ot evaluation,,21,no,8,
LISBA P. BRANDT,SAN MATEO,18,Ot evaluation,,20,no,8,
DONNA BANISTER,GILROY,26,Ot evaluation,,29,no,11,
JYOTI MEHTA,SAN JOSE,16,Ot evaluation,,24,no,11,
MELANIE L. JOHNKE,SAN FRANCISCO,15,Ot evaluation,,48,no,11,
MARK A. NEVES,FREMONT,7,Ot evaluation,,44,no,7,
PHUI LING CHEAH,SUNNYVALE,,Ot evaluation,,45,no,13,
BARBARA CYMROT,SAN FRANCISCO,,Ot evaluation,,39,no,11,
TERESA M. HNATOWICZ,SAN FRANCISCO,,Ot evaluation,,31,no,8,
DAWN L. CALDWELL,DUBLIN,26,Ot re-evaluation,,16,no,6,
SHEILA V. KAMP,SAN JOSE,28,Ot re-evaluation,,66,no,16,
MARY ANN MARTINEZ,NAPA,14,Ot re-evaluation,,39,no,11,
ROBERT P. HECKEY,SANTA ROSA,40,"PPPS, initial visit",,31,no,5,
CHERYL HADLEY,REDWOOD CITY,19,"PPPS, initial visit",,14,no,9,
ANNE M. CUMMINGS,GREENBRAE,19,"PPPS, initial visit",,42,no,8,
NORMA B. DASSAH,VACAVILLE,49,"PPPS, initial visit",,21,no,7,
TATYANA BORODULIN,CAMPBELL,26,"PPPS, initial visit",,25,no,8,
JOHN C. CHOW,SAN MATEO,23,"PPPS, initial visit",,154,no,12,
JAMES M. PELLEGRIN,LOS GATOS,37,"PPPS, initial visit",,58,no,13,
JOSEPH H. SIINO,DANVILLE,49,"PPPS, initial visit",,21,no,10,
CHRISTOPHER KWONG,PALO ALTO,9,"PPPS, initial visit",,39,no,13,
DINA SVERDLOV,SAN MATEO,33,"PPPS, initial visit",,109,no,15,
MARICHELLE M. OTHMAN,AMERICAN CANYON,19,"PPPS, initial visit",,35,no,12,
GREGORY I. VAISMAN,SAN FRANCISCO,53,"PPPS, initial visit",,22,no,8,
DAVID A. SISLER,PETALUMA,61,"PPPS, initial visit",,14,no,5,
SHU MAY LEE,DALY CITY,15,"PPPS, initial visit",,16,no,6,
YULIA K. KOLTZOVA-RANG,SAN FRANCISCO,16,"PPPS, initial visit",,18,no,4,
LEI W. CHOI,SAN FRANCISCO,18,"PPPS, initial visit",,16,no,4,
HARRY S. SIMMS,SANTA ROSA,41,"PPPS, initial visit",,12,no,7,
MAUREEN G. STEVENSON,WALNUT CREEK,21,"PPPS, initial visit",,20,no,5,
FREDERICK P. BENSON,SAN JOSE,34,"PPPS, initial visit",,25,no,20,
ANNE HUGHES,SAN JOSE,31,"PPPS, initial visit",,22,no,14,
HUNG-KWONG WONG,SAN JOSE,37,"PPPS, initial visit",,238,no,15,
JOSEPH K. REID,NAPA,,"PPPS, initial visit",,20,no,10,
DANIEL TAYLOR,FREMONT,27,"PPPS, initial visit",,28,no,7,
RUTH STEINBERG,PALO ALTO,28,"PPPS, initial visit",,11,no,9,
TRINH TRAN,NAPA,14,"PPPS, initial visit",,11,no,4,
DAMIAN H. AUGUSTYN,SAN FRANCISCO,,"PPPS, initial visit",,29,no,8,
MARIA ESCALADA,HERCULES,30,"PPPS, initial visit",,32,no,12,
BELA S. KENESSEY,SAN RAMON,25,"PPPS, initial visit",,15,no,10,
ZUO F. HAUF,SANTA ROSA,31,"PPPS, initial visit",,22,no,9,
WAI MAN MA,SAN FRANCISCO,35,"PPPS, initial visit",,17,no,5,
ALAN J. NOBLE,SAN FRANCISCO,50,"PPPS, initial visit",,12,no,3,
ANITA GUPTA,PALO ALTO,16,"PPPS, initial visit",,37,no,13,
CHRISTOPHER CHIN,MOUNTAIN VIEW,16,"PPPS, initial visit",,14,no,9,
DARRAGH J. FLYNN,SAN FRANCISCO,28,"PPPS, initial visit",,16,no,3,
PATRICIA F. DIZMANG,NAPA,35,"PPPS, initial visit",,63,no,13,
FELICIA L. STERMAN,SAN FRANCISCO,20,"PPPS, initial visit",32930,11,no,-2,
MAIA H. HIGHTOWER,OAKLAND,11,"PPPS, initial visit",,25,no,12,
MARTIN TERPLAN,SAN FRANCISCO,59,"PPPS, initial visit",,11,no,6,
PURNIMA R. SREENIVASAN,WALNUT CREEK,19,"PPPS, initial visit",,78,yes,1,
DOUGLAS SOUVIGNIER,MOUNTAIN VIEW,26,"PPPS, initial visit",,31,no,12,
VIVIEN D'ANDREA,MOUNTAIN VIEW,28,"PPPS, initial visit",,24,no,11,
SUZANNAH L. BOZZONE,SONOMA,9,"PPPS, initial visit",,11,no,4,
HUGO YANG,PALO ALTO,18,"PPPS, initial visit",,40,no,13,
HUA CHEN,OAKLAND,32,"PPPS, initial visit",,196,no,14,
DAVID WONG,SAN JOSE,16,"PPPS, initial visit",,59,no,14,
JULIETA DOMINGUEZ-JONES,SAN MARTIN,14,"PPPS, initial visit",,16,no,4,
EDWARD YU,MOUNTAIN VIEW,22,"PPPS, initial visit",,23,no,11,
JEAN WONG,MOUNTAIN VIEW,26,"PPPS, initial visit",,28,no,12,
TIFFANY GORMAN,CAMPBELL,19,"PPPS, initial visit",,35,no,11,
ALAN M. LINDER,SAN LORENZO,45,"PPPS, initial visit",,28,no,7,
ANDREA J. FRANCHETT,OAKLAND,13,"PPPS, initial visit",,14,no,8,
DOUGLAS TONG,SAN JOSE,15,"PPPS, subseq visit",,11,no,9,
JEFFREY CROKE,PALO ALTO,33,"PPPS, subseq visit",,23,no,11,
JOSEPH E. ZIMMERMAN,ANTIOCH,55,"PPPS, subseq visit",,20,yes,-4,
MARSHALL COOPERSON,NAPA,27,"PPPS, subseq visit",,103,no,15,
AARON M. ROLAND,BURLINGAME,28,"PPPS, subseq visit",,19,no,10,
GARY A. MCLEOD,SANTA ROSA,27,"PPPS, subseq visit",,29,no,6,
MICHAEL R. ALPER,LIVERMORE,26,"PPPS, subseq visit",,34,no,7,
RABIN KHETRAPAL,FREMONT,21,"PPPS, subseq visit",,56,no,10,
MARILYN M. KUTZSCHER,SAN FRANCISCO,34,"PPPS, subseq visit",,44,no,7,
JOHN F. DERMODY,NAPA,30,"PPPS, subseq visit",,39,no,13,
SUSAN HSU,FREMONT,19,"PPPS, subseq visit",,11,no,9,
CYNTHIA HOM,PALO ALTO,22,"PPPS, subseq visit",,76,no,15,
RICHARD D. LEE,PALO ALTO,26,"PPPS, subseq visit",,23,no,7,
DIANA V. NGUYEN,PALO ALTO,5,"PPPS, subseq visit",,14,no,9,
HERMINIGILDO V. VALLE,DALY CITY,30,"PPPS, subseq visit",,70,no,11,
HIEN T. PHAM,SAN JOSE,,"PPPS, subseq visit",,50,yes,3,
ROBERT J. EPSTEIN,SAN FRANCISCO,55,"PPPS, subseq visit",,14,no,4,
THERESA GAVIN,LOS ALTOS,21,"PPPS, subseq visit",,15,no,11,
JANE M. HIGHTOWER,SAN FRANCISCO,26,"PPPS, subseq visit",,11,no,8,
LINDA HARRIS,PALO ALTO,16,"PPPS, subseq visit",,41,no,14,
NEETA JAIN,PALO ALTO,9,"PPPS, subseq visit",,14,no,9,
JAMES EICHEL,BERKELEY,25,"PPPS, subseq visit",,57,no,11,
GORDON A. BENNER,BERKELEY,51,"PPPS, subseq visit",,55,no,10,
CHRIS CHUNG,SAN JOSE,20,"PPPS, subseq visit",,19,no,7,
ANA L. PACHECO CLARK,SANTA ROSA,28,"PPPS, subseq visit",,30,no,6,
SHAN KAUR,NOVATO,39,"PPPS, subseq visit",,102,yes,0,
DIANA L. SCHOTT,NOVATO,,"PPPS, subseq visit",,83,no,11,
MARK E. SOCKELL,NOVATO,31,"PPPS, subseq visit",,20,no,5,
BARBARA M. HOM,LOS GATOS,33,"PPPS, subseq visit",,50,no,14,
LINDA L. OBERSTEIN,BURLINGAME,21,"PPPS, subseq visit",,22,no,5,
TAMARA CHENEY,FREMONT,33,"PPPS, subseq visit",,55,no,14,
JULIETA GABIOLA,FREMONT,32,"PPPS, subseq visit",,13,no,2,
VINOD K. SAWHNEY,SAN LEANDRO,42,"PPPS, subseq visit",,59,no,13,
JEFFREY DUCKHAM,LOS GATOS,35,"PPPS, subseq visit",,35,no,14,
MELISSA E. STENBERG,LOS ALTOS,10,"PPPS, subseq visit",,14,no,10,
KOUROSH YAMOUTI,SAN JOSE,18,"PPPS, subseq visit",,32,no,12,
BRAD DREXLER,HEALDSBURG,29,"PPPS, subseq visit",,41,yes,0,
KUSHAL CHHABRA,SAN RAMON,16,"PPPS, subseq visit",,11,no,8,
DIANNE STOREY,LOS ALTOS,23,"PPPS, subseq visit",,53,no,14,
ROELIZA E. PASCUA,SAN JOSE,25,"PPPS, subseq visit",,11,no,14,
ANNE E. COLE,MOUNTAIN VIEW,33,"PPPS, subseq visit",,28,no,11,
SANDRA L. MORSE,LOS GATOS,26,"PPPS, subseq visit",,28,no,11,
JULIE A. NICKELSEN,BERKELEY,42,"PPPS, subseq visit",,14,no,7,
TAE W. NOH,SAN JOSE,28,"PPPS, subseq visit",,27,no,7,
KENNETH S. LIN,REDWOOD CITY,14,"PPPS, subseq visit",,16,no,10,
YVONNE YEUNG,OAKLAND,29,"PPPS, subseq visit",,202,no,13,
CHRISTOPHER C. WONG,SAN FRANCISCO,9,"PPPS, subseq visit",,51,no,10,
LAURIE L. CEDERBERG,SANTA ROSA,26,"PPPS, subseq visit",,12,no,3,
NHU Q. PHAM,ALAMO,18,"PPPS, subseq visit",,63,no,9,
MARIAM MANOUKIAN,MOUNTAIN VIEW,31,"PPPS, subseq visit",,146,no,14,
ADAM M. BELLAMY,SAN FRANCISCO,20,"PPPS, subseq visit",,18,no,4,
KULJEET S. RAI,LOS GATOS,28,"PPPS, subseq visit",,17,no,10,
SUSAN LU,OAKLAND,16,"PPPS, subseq visit",,40,no,13,
HEATHER LINEBARGER,PALO ALTO,15,"PPPS, subseq visit",,18,no,10,
JOSEPH J. WALTERS,SARATOGA,21,"PPPS, subseq visit",,105,no,13,
ANJULI BASU,GREENBRAE,18,"PPPS, subseq visit",568,55,no,4,
JAMES KONG,ALAMEDA,12,"PPPS, subseq visit",,56,no,13,
TUAN A. HOANG,SAN FRANCISCO,42,"PPPS, subseq visit",,88,no,9,
RICHARD A. YOUNG,SAN MATEO,31,"PPPS, subseq visit",,60,no,9,
ERIC S. KOHLERITER,HAYWARD,41,PSA screening,,24,no,9,
BYRON E. WILSON,CASTRO VALLEY,24,Palonosetron hcl,,3230,no,16,
ROBERT OSORIO,SAN FRANCISCO,26,Pancreatectomy,,14,no,11,
MARAT DINER,SAN FRANCISCO,16,Paraffin bath therapy,,94,no,12,
NANCY A. PETTY,DALY CITY,34,Paraffin bath therapy,,104,no,13,
LINDA M. CAMILLERI,VALLEJO,27,Paraffin bath therapy,,48,no,10,
DEBORAH A. STARFAS,SAN FRANCISCO,10,Paraffin bath therapy,,103,no,11,
JOHN WALSH,PALO ALTO,,Paraffin bath therapy,,48,no,9,
STEPHANIE SPEIZER,DALY CITY,4,Partial hip replacement,,12,no,6,
HUGH G. WALSH,SAN JOSE,46,Partial removal of colon,,13,no,3,
PETER C. RICHARDS,SAN FRANCISCO,39,Partical mastectomy,,18,no,11,
CHRISTINE D. CHING,PALO ALTO,14,Partical mastectomy,,18,no,7,
LEAH M. KELLEY,GREENBRAE,11,Partical mastectomy,,24,no,9,
NIMA A. GRISSOM,SAN FRANCISCO,36,Partical mastectomy,,41,no,7,
MARILDA H. CHUNG,SAN FRANCISCO,24,Path consult intraop 1 bloc,,24,yes,0,
BRADY FELIZ,NAPA,14,Path consult intraop 1 bloc,,24,no,6,
JESSIE XIONG,FREMONT,,Path consult intraop 1 bloc,,28,no,12,
JANET KALLO,SAN FRANCISCO,30,Path consult introp,,13,no,5,
IAN M. JAFFEE,SAN FRANCISCO,12,Path consult introp,,12,no,3,
NATALIYA M. KUSHNIR,BERKELEY,20,Percut allergy skin tests,,658,no,19,
ROBERT T. TORRANO,SAN JOSE,33,Percut allergy skin tests,3700,2723,no,8,
VADIM I. KVITASH,SAN FRANCISCO,53,Percut allergy skin tests,,6183,no,21,
ALAN M. HELLER,SAN JOSE,42,Percut allergy skin tests,275,2484,no,18,
PETER MAGUIRE,PALO ALTO,23,Percut allergy skin tests,,332,no,11,
BRUCE F. PATERSON,CONCORD,34,Percut allergy skin tests,,895,no,13,
NANCY B. MOZELSIO,WALNUT CREEK,18,Percut allergy skin tests,,1384,no,16,
IRA FINCH,WALNUT CREEK,35,Percut bx lung/mediastinum,,21,no,5,
SWATI P. PATEL,BERKELEY,35,Percut thrombect av fistula,,17,no,7,
SHALIN J. AMIN,DALY CITY,11,Percut thrombect av fistula,,12,no,10,
MATTHEW B. PRIDE,SANTA ROSA,22,"Pessary rubber, any type",,12,no,7,
SOPHIA T. KUNG,WALNUT CREEK,,Pet image w/ct full body,,16,no,6,
ALLIANCE HEALTHCARE SERVICES INC,FREMONT,,Pet image w/ct skull-thigh,,134,no,13,
"PET IMAGING OF SAN JOSE, LLC",SAN JOSE,,Pet image w/ct skull-thigh,,442,no,14,
RAMESH K. GOPI,CUPERTINO,15,Pet image w/ct skull-thigh,,50,no,16,
LABORATORY CORPORATION OF AMERICA,SAN LEANDRO,,Phenotype dna hiv w/clt add,,2193,no,16,
SOFIA KANTOR,SAN JOSE,37,Phlebotomy,,62,no,16,
